,execucao_id,prova_id,mago,categoria,tarefa,dificuldade,pressao,resistencia_alvo,alvo_movel,contexto,tempo_execucao_s,precisao_pct,potencia_pct,controle_pct,sucesso,dano_colateral,soma_skills
601,E00602,P002,Filius Flitwick,Ataque,Estupefaca,3,7,9,0,missao,13.99,77.52,82.24,77.56,1,0,248.32999999999998
602,E00603,P003,Filius Flitwick,Ataque,Bombarda,4,3,4,0,treino,13.21,77.89,90.14,83.53,1,0,260.35
603,E00604,P004,Filius Flitwick,Ataque,Confringo,4,9,8,0,duelo_real,13.81,77.82,69.7,72.51,0,0,222.21999999999997
604,E00605,P005,Filius Flitwick,Ataque,Expelliarmus,2,4,9,1,exame,13.07,93.6,77.0,85.13,1,0,265.66
605,E00606,P006,Filius Flitwick,Ataque,Estupefaca,3,10,4,1,duelo_real,11.52,85.7,78.14,86.01,1,0,258.33000000000004
606,E00607,P007,Filius Flitwick,Ataque,Bombarda,4,6,9,1,exame,14.52,81.68,88.83,77.11,1,0,260.1
607,E00608,P008,Filius Flitwick,Ataque,Confringo,5,10,7,0,duelo_real,14.3,82.43,74.64,83.56,1,0,253.32999999999998
608,E00609,P009,Filius Flitwick,Ataque,Expelliarmus,2,4,7,0,exame,12.9,86.48,83.56,80.43,1,0,258.57000000000005
609,E00610,P010,Filius Flitwick,Ataque,Estupefaca,3,4,3,0,exame,11.13,86.44,79.61,87.75,1,0,261.67
610,E00611,P011,Filius Flitwick,Ataque,Bombarda,4,7,10,0,missao,13.23,81.57,77.09,83.42,1,0,256.84999999999997
611,E00612,P012,Filius Flitwick,Ataque,Confringo,4,4,4,1,exame,14.07,80.91,85.08,87.07,1,0,260.99
612,E00613,P013,Filius Flitwick,Ataque,Expelliarmus,2,5,2,0,exame,10.47,91.1,87.27,81.7,1,1,255.6
613,E00614,P014,Filius Flitwick,Ataque,Estupefaca,3,2,2,0,treino,13.7,87.23,76.19,81.24,1,0,248.96000000000004
614,E00615,P015,Filius Flitwick,Ataque,Bombarda,3,9,10,0,duelo_real,13.18,82.41,69.29,76.69,1,0,241.20999999999998
615,E00616,P016,Filius Flitwick,Ataque,Confringo,5,2,4,0,treino,16.06,82.04,74.31,86.76,1,0,251.05
616,E00617,P017,Filius Flitwick,Ataque,Expelliarmus,2,7,9,1,missao,14.17,76.7,82.96,85.38,1,0,253.86999999999998
617,E00618,P018,Filius Flitwick,Ataque,Estupefaca,3,7,1,1,missao,12.4,81.49,76.33,85.17,1,0,247.59
618,E00619,P019,Filius Flitwick,Ataque,Bombarda,4,9,6,0,duelo_real,11.31,84.69,74.64,72.87,0,0,234.89
619,E00620,P020,Filius Flitwick,Ataque,Confringo,5,10,7,1,duelo_real,16.28,84.55,71.86,74.56,0,0,231.69
620,E00621,P021,Filius Flitwick,Defesa,Protego,2,4,3,0,exame,10.52,85.34,85.65,85.41,1,0,262.88
621,E00622,P022,Filius Flitwick,Defesa,Finite Incantatem,4,6,5,1,exame,13.59,89.5,74.0,87.73,1,0,260.64000000000004
622,E00623,P023,Filius Flitwick,Defesa,Protego Maxima,4,6,9,1,exame,13.48,72.59,79.49,77.24,0,0,232.84
623,E00624,P024,Filius Flitwick,Defesa,Expecto Patronum,5,6,7,0,exame,13.97,84.28,75.07,83.43,0,0,245.80999999999997
624,E00625,P025,Filius Flitwick,Defesa,Protego,2,9,9,1,duelo_real,12.28,81.63,78.54,84.15,1,0,255.04000000000005
625,E00626,P026,Filius Flitwick,Defesa,Finite Incantatem,2,7,4,0,missao,11.06,90.45,83.06,86.11,1,0,266.56
626,E00627,P027,Filius Flitwick,Defesa,Protego Maxima,4,9,10,0,duelo_real,14.39,84.32,73.99,81.55,1,0,253.47000000000003
627,E00628,P028,Filius Flitwick,Defesa,Expecto Patronum,5,4,6,1,exame,13.38,87.04,80.08,81.29,1,0,261.03000000000003
628,E00629,P029,Filius Flitwick,Defesa,Protego,2,2,1,0,treino,9.92,82.88,72.82,79.13,1,1,229.91
629,E00630,P030,Filius Flitwick,Defesa,Finite Incantatem,3,8,8,1,missao,15.85,93.18,79.0,71.66,1,0,251.99000000000004
630,E00631,P031,Filius Flitwick,Defesa,Protego Maxima,3,7,4,1,missao,12.0,69.05,70.51,76.56,0,0,214.12
631,E00632,P032,Filius Flitwick,Defesa,Expecto Patronum,5,8,9,0,missao,16.0,88.61,77.24,81.17,1,0,260.02
632,E00633,P033,Filius Flitwick,Defesa,Protego,2,9,2,0,duelo_real,9.85,82.57,88.31,85.93,1,0,262.96
633,E00634,P034,Filius Flitwick,Defesa,Finite Incantatem,3,4,9,1,exame,13.54,80.08,77.23,86.97,1,0,255.73999999999998
634,E00635,P035,Filius Flitwick,Defesa,Protego Maxima,4,5,1,0,exame,12.35,86.78,78.69,90.19,1,0,262.30999999999995
635,E00636,P036,Filius Flitwick,Defesa,Expecto Patronum,4,9,9,1,duelo_real,15.84,74.81,83.86,94.5,1,0,264.33000000000004
636,E00637,P037,Filius Flitwick,Defesa,Protego,2,7,1,0,missao,10.74,85.06,76.93,88.13,1,0,254.38
637,E00638,P038,Filius Flitwick,Defesa,Finite Incantatem,3,6,5,0,exame,13.08,79.85,74.7,78.86,1,0,241.33
638,E00639,P039,Filius Flitwick,Defesa,Protego Maxima,4,3,4,1,treino,13.77,83.45,82.59,82.52,1,0,256.79
639,E00640,P040,Filius Flitwick,Defesa,Expecto Patronum,5,3,8,1,treino,15.27,76.12,65.14,84.75,1,0,238.73999999999998
640,E00641,P041,Filius Flitwick,Encantamento,Wingardium Leviosa,1,8,1,0,missao,9.22,87.39,85.13,91.15,1,0,267.44999999999993
641,E00642,P042,Filius Flitwick,Encantamento,Accio,2,7,3,0,missao,10.27,90.41,79.73,82.06,1,0,258.93
642,E00643,P043,Filius Flitwick,Encantamento,Muffliato,3,1,3,0,treino,11.28,89.76,81.62,91.39,1,0,270.49
643,E00644,P044,Filius Flitwick,Encantamento,Feitico de Desilusao,4,9,2,0,duelo_real,10.82,89.7,74.87,86.34,0,0,250.08999999999997
644,E00645,P045,Filius Flitwick,Encantamento,Wingardium Leviosa,1,4,8,1,exame,10.61,86.51,75.9,84.39,1,0,256.19
645,E00646,P046,Filius Flitwick,Encantamento,Accio,2,9,6,1,duelo_real,9.89,92.47,79.04,89.86,1,0,271.48
646,E00647,P047,Filius Flitwick,Encantamento,Muffliato,3,3,1,1,treino,10.9,85.55,85.24,87.55,1,0,264.44
647,E00648,P048,Filius Flitwick,Encantamento,Feitico de Desilusao,5,9,10,0,duelo_real,14.53,91.89,76.79,84.56,1,0,268.71000000000004
648,E00649,P049,Filius Flitwick,Encantamento,Wingardium Leviosa,1,4,8,0,exame,10.64,89.36,87.71,85.73,1,0,272.16
649,E00650,P050,Filius Flitwick,Encantamento,Accio,2,2,2,0,treino,10.72,87.13,85.88,95.67,1,0,273.96
650,E00651,P051,Filius Flitwick,Encantamento,Muffliato,3,5,10,1,exame,11.69,86.1,87.61,85.44,1,0,273.46
651,E00652,P052,Filius Flitwick,Encantamento,Feitico de Desilusao,4,10,7,1,duelo_real,12.86,84.6,79.87,86.03,1,0,262.64
652,E00653,P053,Filius Flitwick,Encantamento,Wingardium Leviosa,1,5,3,0,exame,10.2,83.66,91.03,93.41,1,0,272.90000000000003
653,E00654,P054,Filius Flitwick,Encantamento,Accio,2,1,7,1,treino,10.67,91.04,76.62,85.25,1,0,263.24
654,E00655,P055,Filius Flitwick,Encantamento,Muffliato,3,1,7,0,treino,12.28,92.09,73.11,83.19,1,0,259.11
655,E00656,P056,Filius Flitwick,Encantamento,Feitico de Desilusao,4,5,10,1,exame,14.22,84.31,75.26,90.36,1,0,263.71
656,E00657,P057,Filius Flitwick,Encantamento,Wingardium Leviosa,1,2,2,1,treino,11.07,87.73,91.18,82.74,1,0,264.58000000000004
657,E00658,P058,Filius Flitwick,Encantamento,Accio,2,4,2,0,exame,11.19,92.34,82.86,82.12,1,0,262.13
658,E00659,P059,Filius Flitwick,Encantamento,Muffliato,4,4,10,0,exame,14.08,81.22,76.35,75.74,1,0,247.23
659,E00660,P060,Filius Flitwick,Encantamento,Feitico de Desilusao,4,6,9,0,exame,14.31,87.94,73.59,75.93,1,0,250.15000000000003
660,E00661,P061,Filius Flitwick,Transfiguracao,Reparifarge,3,1,5,0,treino,12.42,75.36,74.4,77.28,0,0,225.62
661,E00662,P062,Filius Flitwick,Transfiguracao,Vera Verto,3,2,6,0,treino,13.43,91.53,64.68,82.95,0,0,237.73000000000002
662,E00663,P063,Filius Flitwick,Transfiguracao,Duro,4,3,9,0,treino,14.33,78.63,76.81,78.08,0,0,236.18999999999997
663,E00664,P064,Filius Flitwick,Transfiguracao,Piertotum Locomotor,5,6,2,1,exame,14.27,76.28,76.26,86.67,1,0,246.94000000000003
664,E00665,P065,Filius Flitwick,Transfiguracao,Reparifarge,2,7,10,0,missao,14.53,77.77,75.08,73.71,1,0,236.03
665,E00666,P066,Filius Flitwick,Transfiguracao,Vera Verto,3,9,1,0,duelo_real,11.95,86.38,74.33,80.88,1,0,246.64
666,E00667,P067,Filius Flitwick,Transfiguracao,Duro,4,9,9,1,duelo_real,15.0,81.82,72.04,86.48,1,0,252.34000000000003
667,E00668,P068,Filius Flitwick,Transfiguracao,Piertotum Locomotor,5,9,2,1,duelo_real,14.34,84.2,69.4,79.58,1,0,240.84
668,E00669,P069,Filius Flitwick,Transfiguracao,Reparifarge,2,10,6,1,duelo_real,11.03,77.79,82.2,76.7,1,0,245.66
669,E00670,P070,Filius Flitwick,Transfiguracao,Vera Verto,3,2,7,1,treino,13.69,81.01,68.34,77.48,0,0,226.14000000000004
670,E00671,P071,Filius Flitwick,Transfiguracao,Duro,4,10,2,1,duelo_real,12.78,81.35,76.94,78.02,0,0,233.53
671,E00672,P072,Filius Flitwick,Transfiguracao,Piertotum Locomotor,4,8,8,1,missao,13.79,83.71,69.36,77.01,0,0,232.29
672,E00673,P073,Filius Flitwick,Transfiguracao,Reparifarge,2,7,2,1,missao,11.94,79.68,75.8,87.71,1,0,247.25
673,E00674,P074,Filius Flitwick,Transfiguracao,Vera Verto,3,2,4,0,treino,11.98,89.03,81.8,88.94,1,0,267.78999999999996
674,E00675,P075,Filius Flitwick,Transfiguracao,Duro,4,8,6,1,missao,13.99,90.52,68.82,81.61,0,0,240.95999999999998
675,E00676,P076,Filius Flitwick,Transfiguracao,Piertotum Locomotor,5,7,8,1,missao,16.17,73.47,85.41,84.83,1,0,255.53999999999996
676,E00677,P077,Filius Flitwick,Transfiguracao,Reparifarge,2,10,4,0,duelo_real,11.17,86.9,75.53,88.94,1,0,258.2
677,E00678,P078,Filius Flitwick,Transfiguracao,Vera Verto,3,8,4,1,missao,11.81,85.09,71.34,82.53,1,0,247.15000000000003
678,E00679,P079,Filius Flitwick,Transfiguracao,Duro,3,7,9,0,missao,13.45,79.23,75.53,80.57,0,0,236.88
679,E00680,P080,Filius Flitwick,Transfiguracao,Piertotum Locomotor,5,8,4,0,missao,14.47,80.89,73.45,82.45,0,0,236.32000000000002
680,E00681,P081,Filius Flitwick,Pocoes,Antidoto simples,1,4,4,0,exame,10.97,80.47,65.4,84.32,1,0,235.22
681,E00682,P082,Filius Flitwick,Pocoes,Pocao Wiggenweld,3,8,3,0,missao,12.87,81.59,79.01,75.2,0,0,231.93
682,E00683,P083,Filius Flitwick,Pocoes,Pocao Polissuco,4,6,2,1,exame,13.59,69.31,69.73,73.09,1,0,218.54000000000002
683,E00684,P084,Filius Flitwick,Pocoes,Veritaserum,5,9,5,0,duelo_real,13.79,79.64,66.02,74.47,0,0,221.34
684,E00685,P085,Filius Flitwick,Pocoes,Antidoto simples,1,10,3,1,duelo_real,11.18,73.64,67.13,82.96,1,0,227.54999999999995
685,E00686,P086,Filius Flitwick,Pocoes,Pocao Wiggenweld,2,9,9,1,duelo_real,12.64,76.52,72.66,74.08,1,0,233.62
686,E00687,P087,Filius Flitwick,Pocoes,Pocao Polissuco,4,4,8,0,exame,15.5,72.07,70.48,75.16,0,0,218.21
687,E00688,P088,Filius Flitwick,Pocoes,Veritaserum,5,3,4,0,treino,14.72,75.58,73.26,73.36,0,0,221.48
688,E00689,P089,Filius Flitwick,Pocoes,Antidoto simples,1,1,8,0,treino,13.16,76.82,66.58,78.2,1,0,228.43999999999997
689,E00690,P090,Filius Flitwick,Pocoes,Pocao Wiggenweld,2,3,8,0,treino,11.88,75.94,66.14,81.56,1,0,233.76
690,E00691,P091,Filius Flitwick,Pocoes,Pocao Polissuco,4,7,10,0,missao,14.57,73.63,74.08,75.1,0,0,226.23999999999998
691,E00692,P092,Filius Flitwick,Pocoes,Veritaserum,5,9,3,1,duelo_real,14.34,78.45,66.03,74.36,0,0,217.50000000000003
692,E00693,P093,Filius Flitwick,Pocoes,Antidoto simples,1,2,3,0,treino,11.06,85.88,70.84,80.97,1,0,241.63
693,E00694,P094,Filius Flitwick,Pocoes,Pocao Wiggenweld,2,3,5,1,treino,12.61,77.78,65.72,81.49,0,0,221.38
694,E00695,P095,Filius Flitwick,Pocoes,Pocao Polissuco,4,5,5,1,exame,15.59,85.36,61.36,70.81,0,0,214.94
695,E00696,P096,Filius Flitwick,Pocoes,Veritaserum,5,7,2,0,missao,14.62,70.08,73.08,76.05,1,0,226.58999999999997
696,E00697,P097,Filius Flitwick,Pocoes,Antidoto simples,1,7,1,1,missao,12.08,82.3,78.14,83.79,0,0,235.15
697,E00698,P098,Filius Flitwick,Pocoes,Pocao Wiggenweld,2,4,10,0,exame,12.66,73.14,78.05,79.63,1,0,242.16
698,E00699,P099,Filius Flitwick,Pocoes,Pocao Polissuco,4,6,6,0,exame,14.65,83.63,62.19,78.81,0,0,223.98
699,E00700,P100,Filius Flitwick,Pocoes,Veritaserum,5,2,4,1,treino,14.47,77.52,77.55,67.91,0,0,222.51
700,E00701,P101,Filius Flitwick,Cura,Episkey,2,6,6,1,exame,13.32,80.28,80.7,87.91,1,0,255.57
701,E00702,P102,Filius Flitwick,Cura,Ferula,2,10,9,0,duelo_real,13.48,84.09,67.35,82.15,0,0,233.11
702,E00703,P103,Filius Flitwick,Cura,Rennervate,3,5,2,0,exame,11.29,80.3,76.76,84.12,1,0,247.89000000000001
703,E00704,P104,Filius Flitwick,Cura,Vulnera Sanentur,5,10,7,1,duelo_real,16.59,79.2,79.02,74.98,0,0,233.60999999999999
704,E00705,P105,Filius Flitwick,Cura,Episkey,2,8,7,0,missao,13.63,77.09,73.5,82.51,1,0,240.47000000000003
705,E00706,P106,Filius Flitwick,Cura,Ferula,2,6,2,1,exame,10.67,76.39,69.43,76.74,0,0,217.89000000000001
706,E00707,P107,Filius Flitwick,Cura,Rennervate,2,5,9,0,exame,12.64,80.12,64.28,79.68,0,0,224.44
707,E00708,P108,Filius Flitwick,Cura,Vulnera Sanentur,5,2,8,0,treino,15.68,74.61,72.66,78.45,0,0,228.03999999999996
708,E00709,P109,Filius Flitwick,Cura,Episkey,1,10,9,1,duelo_real,11.71,76.94,70.91,75.95,0,0,223.09
709,E00710,P110,Filius Flitwick,Cura,Ferula,2,2,8,0,treino,13.18,78.96,68.38,83.36,1,0,239.51999999999998
710,E00711,P111,Filius Flitwick,Cura,Rennervate,3,10,8,0,duelo_real,14.14,78.34,68.35,75.82,0,0,222.37
711,E00712,P112,Filius Flitwick,Cura,Vulnera Sanentur,5,8,9,1,missao,15.23,78.3,56.4,70.86,0,0,209.33
712,E00713,P113,Filius Flitwick,Cura,Episkey,1,9,9,1,duelo_real,12.89,78.24,80.89,80.51,1,0,247.75
713,E00714,P114,Filius Flitwick,Cura,Ferula,2,7,2,0,missao,9.98,84.11,65.66,79.87,1,0,235.66
714,E00715,P115,Filius Flitwick,Cura,Rennervate,3,4,3,1,exame,13.62,78.11,74.21,72.19,0,0,219.89
715,E00716,P116,Filius Flitwick,Cura,Vulnera Sanentur,5,6,1,0,exame,14.11,75.82,72.94,81.79,0,0,227.44
716,E00717,P117,Filius Flitwick,Cura,Episkey,2,10,4,0,duelo_real,10.86,74.11,67.15,82.76,1,0,231.15999999999997
717,E00718,P118,Filius Flitwick,Cura,Ferula,1,4,4,1,exame,12.64,81.22,73.3,83.11,1,0,240.99
718,E00719,P119,Filius Flitwick,Cura,Rennervate,2,5,8,0,exame,13.59,78.4,78.13,73.78,0,0,228.72
719,E00720,P120,Filius Flitwick,Cura,Vulnera Sanentur,5,1,6,1,treino,13.9,82.43,71.67,77.64,1,0,243.84
720,E00721,P001,Hermione Granger,Ataque,Expelliarmus,1,10,1,0,duelo_real,11.72,83.0,68.17,83.62,1,0,236.07000000000002
721,E00722,P002,Hermione Granger,Ataque,Estupefaca,3,7,9,0,missao,14.57,79.22,65.76,73.2,1,0,228.61
722,E00723,P003,Hermione Granger,Ataque,Bombarda,4,3,4,0,treino,14.41,90.49,69.66,91.15,1,0,258.88999999999993
723,E00724,P004,Hermione Granger,Ataque,Confringo,4,9,8,0,duelo_real,16.28,87.97,76.4,79.95,1,0,254.04
724,E00725,P005,Hermione Granger,Ataque,Expelliarmus,2,4,9,1,exame,14.83,74.94,78.26,89.04,1,0,250.41
725,E00726,P006,Hermione Granger,Ataque,Estupefaca,3,10,4,1,duelo_real,15.75,76.32,80.3,79.45,1,0,240.32
726,E00727,P007,Hermione Granger,Ataque,Bombarda,4,6,9,1,exame,17.03,78.23,78.6,78.71,1,0,245.50999999999996
727,E00728,P008,Hermione Granger,Ataque,Confringo,5,10,7,0,duelo_real,16.14,85.06,71.82,81.43,1,0,249.17000000000002
728,E00729,P009,Hermione Granger,Ataque,Expelliarmus,2,4,7,0,exame,12.5,84.52,76.71,89.26,1,0,258.99
729,E00730,P010,Hermione Granger,Ataque,Estupefaca,3,4,3,0,exame,14.82,85.52,76.7,85.64,1,0,252.04000000000002
730,E00731,P011,Hermione Granger,Ataque,Bombarda,4,7,10,0,missao,16.87,79.69,72.74,79.91,1,0,243.47000000000003
731,E00732,P012,Hermione Granger,Ataque,Confringo,4,4,4,1,exame,16.88,82.26,75.26,84.21,0,0,236.85000000000002
732,E00733,P013,Hermione Granger,Ataque,Expelliarmus,2,5,2,0,exame,12.54,81.18,69.65,77.22,1,0,231.51000000000002
733,E00734,P014,Hermione Granger,Ataque,Estupefaca,3,2,2,0,treino,12.86,92.5,72.12,89.17,0,0,248.93
734,E00735,P015,Hermione Granger,Ataque,Bombarda,3,9,10,0,duelo_real,16.5,81.15,64.02,77.74,0,0,222.41000000000003
735,E00736,P016,Hermione Granger,Ataque,Confringo,5,2,4,0,treino,16.64,82.62,71.0,85.43,0,0,236.41000000000003
736,E00737,P017,Hermione Granger,Ataque,Expelliarmus,2,7,9,1,missao,17.09,82.04,72.87,85.2,0,0,236.02
737,E00738,P018,Hermione Granger,Ataque,Estupefaca,3,7,1,1,missao,14.72,76.97,79.82,80.65,1,0,239.72
738,E00739,P019,Hermione Granger,Ataque,Bombarda,4,9,6,0,duelo_real,15.21,77.08,66.07,78.46,1,0,230.39999999999995
739,E00740,P020,Hermione Granger,Ataque,Confringo,5,10,7,1,duelo_real,17.93,72.09,70.4,71.45,1,0,223.01
740,E00741,P021,Hermione Granger,Defesa,Protego,2,4,3,0,exame,11.02,92.86,83.98,78.39,1,1,251.21
741,E00742,P022,Hermione Granger,Defesa,Finite Incantatem,4,6,5,1,exame,14.91,80.96,79.03,78.79,1,0,246.87000000000003
742,E00743,P023,Hermione Granger,Defesa,Protego Maxima,4,6,9,1,exame,14.82,79.6,70.69,81.3,1,0,243.76999999999998
743,E00744,P024,Hermione Granger,Defesa,Expecto Patronum,5,6,7,0,exame,15.65,84.87,73.99,86.23,0,0,246.44000000000003
744,E00745,P025,Hermione Granger,Defesa,Protego,2,9,9,1,duelo_real,13.98,80.94,79.38,80.84,1,0,250.17999999999998
745,E00746,P026,Hermione Granger,Defesa,Finite Incantatem,2,7,4,0,missao,14.26,83.32,84.86,88.33,1,0,260.25
746,E00747,P027,Hermione Granger,Defesa,Protego Maxima,4,9,10,0,duelo_real,16.7,74.45,79.69,83.85,1,0,249.29000000000002
747,E00748,P028,Hermione Granger,Defesa,Expecto Patronum,5,4,6,1,exame,15.55,84.6,74.96,82.49,1,0,252.5
748,E00749,P029,Hermione Granger,Defesa,Protego,2,2,1,0,treino,10.82,81.54,78.6,86.47,1,0,250.79000000000002
749,E00750,P030,Hermione Granger,Defesa,Finite Incantatem,3,8,8,1,missao,15.34,83.22,74.46,79.86,0,0,236.20000000000002
750,E00751,P031,Hermione Granger,Defesa,Protego Maxima,3,7,4,1,missao,13.83,85.06,72.62,84.3,1,0,248.15
751,E00752,P032,Hermione Granger,Defesa,Expecto Patronum,5,8,9,0,missao,17.08,81.07,74.06,80.01,0,0,237.06
752,E00753,P033,Hermione Granger,Defesa,Protego,2,9,2,0,duelo_real,14.11,87.75,78.65,78.61,1,0,246.89999999999998
753,E00754,P034,Hermione Granger,Defesa,Finite Incantatem,3,4,9,1,exame,15.96,88.07,69.37,82.47,1,0,248.94999999999996
754,E00755,P035,Hermione Granger,Defesa,Protego Maxima,4,5,1,0,exame,14.61,84.03,81.88,74.51,1,0,244.81
755,E00756,P036,Hermione Granger,Defesa,Expecto Patronum,4,9,9,1,duelo_real,16.36,80.4,87.66,84.92,1,0,263.62
756,E00757,P037,Hermione Granger,Defesa,Protego,2,7,1,0,missao,14.31,88.67,68.39,87.05,1,0,244.8
757,E00758,P038,Hermione Granger,Defesa,Finite Incantatem,3,6,5,0,exame,13.2,80.89,77.59,77.57,1,0,243.85000000000002
758,E00759,P039,Hermione Granger,Defesa,Protego Maxima,4,3,4,1,treino,14.48,86.24,72.07,81.49,1,0,247.32000000000002
759,E00760,P040,Hermione Granger,Defesa,Expecto Patronum,5,3,8,1,treino,15.8,71.99,77.06,81.56,1,0,242.81
760,E00761,P041,Hermione Granger,Encantamento,Wingardium Leviosa,1,8,1,0,missao,12.81,87.88,77.34,81.11,1,0,246.51999999999998
761,E00762,P042,Hermione Granger,Encantamento,Accio,2,7,3,0,missao,11.76,80.56,75.57,86.99,1,0,248.36
762,E00763,P043,Hermione Granger,Encantamento,Muffliato,3,1,3,0,treino,12.33,90.56,82.38,87.78,1,0,267.39000000000004
763,E00764,P044,Hermione Granger,Encantamento,Feitico de Desilusao,4,9,2,0,duelo_real,14.82,80.91,83.64,86.31,1,0,256.04
764,E00765,P045,Hermione Granger,Encantamento,Wingardium Leviosa,1,4,8,1,exame,14.22,78.43,80.61,80.67,0,0,235.49000000000004
765,E00766,P046,Hermione Granger,Encantamento,Accio,2,9,6,1,duelo_real,14.65,74.51,81.39,81.48,0,0,232.73
766,E00767,P047,Hermione Granger,Encantamento,Muffliato,3,3,1,1,treino,13.21,87.72,75.69,81.03,1,0,248.23
767,E00768,P048,Hermione Granger,Encantamento,Feitico de Desilusao,5,9,10,0,duelo_real,16.87,85.54,73.58,84.05,1,0,256.3
768,E00769,P049,Hermione Granger,Encantamento,Wingardium Leviosa,1,4,8,0,exame,12.67,90.08,79.09,87.12,1,0,263.62
769,E00770,P050,Hermione Granger,Encantamento,Accio,2,2,2,0,treino,11.26,91.3,75.77,86.67,1,0,258.48
770,E00771,P051,Hermione Granger,Encantamento,Muffliato,3,5,10,1,exame,14.61,78.13,76.38,80.6,0,0,236.5
771,E00772,P052,Hermione Granger,Encantamento,Feitico de Desilusao,4,10,7,1,duelo_real,16.41,81.18,74.02,79.26,0,1,223.04999999999998
772,E00773,P053,Hermione Granger,Encantamento,Wingardium Leviosa,1,5,3,0,exame,11.73,80.65,83.22,88.73,1,0,255.87000000000003
773,E00774,P054,Hermione Granger,Encantamento,Accio,2,1,7,1,treino,13.26,90.73,78.34,89.11,1,0,265.92
774,E00775,P055,Hermione Granger,Encantamento,Muffliato,3,1,7,0,treino,13.24,82.6,73.36,81.18,1,0,246.89999999999998
775,E00776,P056,Hermione Granger,Encantamento,Feitico de Desilusao,4,5,10,1,exame,15.64,89.1,73.01,82.51,1,0,256.98
776,E00777,P057,Hermione Granger,Encantamento,Wingardium Leviosa,1,2,2,1,treino,12.9,80.52,78.98,85.94,1,0,246.54
777,E00778,P058,Hermione Granger,Encantamento,Accio,2,4,2,0,exame,12.67,85.69,82.36,90.53,1,0,261.91
778,E00779,P059,Hermione Granger,Encantamento,Muffliato,4,4,10,0,exame,16.31,83.15,74.71,85.08,0,0,244.63
779,E00780,P060,Hermione Granger,Encantamento,Feitico de Desilusao,4,6,9,0,exame,16.72,91.14,78.84,82.38,0,0,252.64000000000001
780,E00781,P061,Hermione Granger,Transfiguracao,Reparifarge,3,1,5,0,treino,14.05,82.8,79.61,91.18,1,0,260.54
781,E00782,P062,Hermione Granger,Transfiguracao,Vera Verto,3,2,6,0,treino,12.47,92.91,80.22,80.24,1,0,262.9
782,E00783,P063,Hermione Granger,Transfiguracao,Duro,4,3,9,0,treino,15.0,84.57,79.81,81.0,0,0,247.38
783,E00784,P064,Hermione Granger,Transfiguracao,Piertotum Locomotor,5,6,2,1,exame,17.28,80.66,73.38,81.94,1,0,240.70000000000002
784,E00785,P065,Hermione Granger,Transfiguracao,Reparifarge,2,7,10,0,missao,14.03,83.94,73.04,84.75,0,0,241.70000000000002
785,E00786,P066,Hermione Granger,Transfiguracao,Vera Verto,3,9,1,0,duelo_real,13.23,81.96,72.64,85.27,1,0,243.64000000000001
786,E00787,P067,Hermione Granger,Transfiguracao,Duro,4,9,9,1,duelo_real,16.68,83.47,69.21,78.85,0,0,231.85
787,E00788,P068,Hermione Granger,Transfiguracao,Piertotum Locomotor,5,9,2,1,duelo_real,16.12,84.55,83.33,85.7,1,0,259.46
788,E00789,P069,Hermione Granger,Transfiguracao,Reparifarge,2,10,6,1,duelo_real,13.9,79.41,82.05,84.02,1,0,251.57999999999996
789,E00790,P070,Hermione Granger,Transfiguracao,Vera Verto,3,2,7,1,treino,14.97,79.69,79.63,84.87,1,0,252.22
790,E00791,P071,Hermione Granger,Transfiguracao,Duro,4,10,2,1,duelo_real,14.78,86.54,84.06,80.43,1,0,256.25000000000006
791,E00792,P072,Hermione Granger,Transfiguracao,Piertotum Locomotor,4,8,8,1,missao,15.89,84.84,68.53,80.67,1,0,244.15000000000003
792,E00793,P073,Hermione Granger,Transfiguracao,Reparifarge,2,7,2,1,missao,11.54,87.05,78.35,82.02,1,0,251.87999999999997
793,E00794,P074,Hermione Granger,Transfiguracao,Vera Verto,3,2,4,0,treino,13.72,80.23,73.56,85.76,0,0,235.83
794,E00795,P075,Hermione Granger,Transfiguracao,Duro,4,8,6,1,missao,18.25,87.61,75.17,84.37,1,0,252.89999999999998
795,E00796,P076,Hermione Granger,Transfiguracao,Piertotum Locomotor,5,7,8,1,missao,16.87,77.11,71.15,84.04,1,0,243.43
796,E00797,P077,Hermione Granger,Transfiguracao,Reparifarge,2,10,4,0,duelo_real,13.72,95.77,72.37,75.26,1,0,247.67999999999998
797,E00798,P078,Hermione Granger,Transfiguracao,Vera Verto,3,8,4,1,missao,15.67,83.15,78.97,85.8,1,0,252.25000000000003
798,E00799,P079,Hermione Granger,Transfiguracao,Duro,3,7,9,0,missao,14.92,79.45,76.44,87.34,0,0,243.31000000000003
799,E00800,P080,Hermione Granger,Transfiguracao,Piertotum Locomotor,5,8,4,0,missao,15.71,85.01,77.41,83.44,0,0,244.15
800,E00801,P081,Hermione Granger,Pocoes,Antidoto simples,1,4,4,0,exame,9.74,95.44,83.07,88.84,1,0,273.61
801,E00802,P082,Hermione Granger,Pocoes,Pocao Wiggenweld,3,8,3,0,missao,14.66,88.32,83.48,88.06,0,0,254.20000000000002
802,E00803,P083,Hermione Granger,Pocoes,Pocao Polissuco,4,6,2,1,exame,14.17,86.99,71.57,86.64,1,0,251.03
803,E00804,P084,Hermione Granger,Pocoes,Veritaserum,5,9,5,0,duelo_real,16.24,87.62,80.01,81.64,1,0,258.03
